ElecNo,MPNo,PartyName,NameTitle,MPFirstName,MPLastName,PartyStatus
17,10,พลังประชารัฐ,นาย,ศิริพงษ์,รัสมี,ยังดำเนินการอยู่
17,11,พลังธรรมใหม่,นาย,พูนลาภ,สุมะนะ,ยังดำเนินการอยู่
17,12,ประชาชนปฏิรูป,นาย,ภูวกร,รัตนพานิช,ยังดำเนินการอยู่
17,13,ชาติพัฒนา,นาย,ชัชชัย,ธรรมแสงสีเงิน,ยังดำเนินการอยู่
17,14,พลังท้องถิ่นไท,นาง,บุษบา,พุ่มพวง,ยังดำเนินการอยู่
17,15,ประชานิยม,นาย,วิภาค,ตันติกิจชาญชัย,ยังดำเนินการอยู่
17,16,ชาติไทยพัฒนา,นาย,อวยชัย,ปิยธรรมชัย,ยังดำเนินการอยู่
17,17,เพื่อชาติ,นาย,พชรพงษ์,พงษ์สิทธิศักดิ์,ยังดำเนินการอยู่
17,18,ไทยศรีวิไลย์,นาย,ธนวัฒน์,พุกอุย,ยังดำเนินการอยู่
17,19,ภราดรภาพ,นางสาว,พลอยปภัค,เจนวิวัฒน์สกุล,ยังดำเนินการอยู่
17,20,ประชาชาติ,นาย,วัฒนโชติ,เจริญวงษ์,ยังดำเนินการอยู่
17,21,พลังไทยรักชาติ,นาย,โรจน์ภูริจินดา,สหฐานมณี,ยังดำเนินการอยู่
17,22,ประชาธิปไตยใหม่,นาง,วารี,หงษ์กลาง,ยังดำเนินการอยู่
17,23,พลังชาติไทย,นาย,สุรพล,โชติช่วง,ยังดำเนินการอยู่
17,24,ครูไทยเพื่อประชาชน,นางสาว,สุกัญญา,อินมณเฑียร,ยังดำเนินการอยู่
17,25,ประชากรไทย,นาง,กุสุมา,เด่นเจริญ,ยังดำเนินการอยู่
17,26,เศรษฐกิจใหม่,นาย,ถนอม,หนวดงาม,ยังดำเนินการอยู่
17,27,ประชาภิวัฒน์,นาง,เบญจพรรณ,นิวัติศัยวงศ์,ยังดำเนินการอยู่
17,28,พลังไทสร้างชาติ,นาย,ธนดล,จันทร์สุนทร,ยังดำเนินการอยู่
17,29,กลาง,นาย,กัณฑ์,พรหมสุวรรณ์,ยังดำเนินการอยู่
17,30,ประชาธรรมไทย,นาย,สุรชัย,บัวเจริญ,ยังดำเนินการอยู่
17,31,มหาชน,นางสาว,อิษยา,ทิพย์สุโข,ยังดำเนินการอยู่
17,32,พลเมืองไทย,นาง,นภาพร,วัฒนสิงหะ,ยังดำเนินการอยู่
17,33,แทนคุณแผ่นดิน,นาง,กนกวรรณ,กลิ่นสาท,ยังดำเนินการอยู่
17,34,ภาคีเครือข่ายไทย,นางสาว,นิตยา,ทองอ้ม,ยังดำเนินการอยู่
17,35,ถิ่นกาขาวชาววิไล,นาย,ชนะโชค,ศรีสุวรรณรัตน์,ยังดำเนินการอยู่
17,36,ไทรักธรรม,นางสาว,ศุภกรชนา,จำปาแก้ว,ยังดำเนินการอยู่
18,1,พลังประชารัฐ,นาย,วิสูตร,สำเร็จวาณิชย์,ยังดำเนินการอยู่
18,2,เสรีรวมไทย,นาย,วันชัย,รัตนขจรไชย,ยังดำเนินการอยู่
18,3,ชาติไทยพัฒนา,นาย,เชาวฤทธิ์,ทรงนวรัตน์,ยังดำเนินการอยู่
18,4,ประชาชาติ,นาย,ธนวัฒน์,ศรีสุข,ยังดำเนินการอยู่
18,5,พลังท้องถิ่นไท,นาวาอากาศตรี,ปุญณัฐส์,นำพา,ยังดำเนินการอยู่
18,6,รักษ์ผืนป่าประเทศไทย,นาย,บุญเกิด,โรจนดิษฐ์,ยังดำเนินการอยู่
18,7,พลังธรรมใหม่,นาย,พุฒิพรชัย,พัฒนาบุญไพบูลย์,ยังดำเนินการอยู่
18,8,ภูมิใจไทย,นาย,สมศักดิ์ ,ศรีสมุทร์,ยังดำเนินการอยู่
18,9,ประชาธิปัตย์,นาย,อนันต์,ฤกษ์ดี,ยังดำเนินการอยู่
18,10,ชาติพัฒนา,นาย,ณเดโช,ตันต้นตระกูล,ยังดำเนินการอยู่
18,11,อนาคตใหม่,นาย,เอกฤทธิ ,เจียกขจร,ยังดำเนินการอยู่
18,12,ประชาภิวัฒน์,นาย,มัธชัยยะ,อุ่นซิม,ยังดำเนินการอยู่
18,13,เพื่อชาติ,นาย,สนองพล,การะเกษ,ยังดำเนินการอยู่
18,14,รวมพลังประชาชาติไทย,นาย,สุเทพ,บรรจง,ยังดำเนินการอยู่
18,15,เพื่อไทย,นางสาว,ธีรรัตน์,สำเร็จวาณิชย์,ยังดำเนินการอยู่
18,16,ประชานิยม,นาย,กันตพงศ์,เกิดเจริญ,ยังดำเนินการอยู่
18,17,ประชาธิิปไตยใหม่,นางสาว,สิรพัชร ,ชมภูวิเศษ,ยังดำเนินการอยู่
18,18,ภราดรภาพ,นาย,ถนอมชัย,เลิศลักขณากุล,ยังดำเนินการอยู่
18,19,ประชาชนปฏิรูป,นางสาว,ปิ่นญาภรณ์ ,บารมีนิธิวัฒน์,ยังดำเนินการอยู่
18,20,พลังชาติไทย,นาย,สมประสงค์,ผดุงตระกูล,ยังดำเนินการอยู่
18,21,ครูไทยเพื่อประชาชน,นาย,สุรสีห์,ธรรมวงษ์ศา,ยังดำเนินการอยู่
18,22,ไทยศรีวิไลย์,นาย,อนันต์ ,หลงพันธ์,ยังดำเนินการอยู่
18,23,พลังไทสร้างชาติ,นาง,สิริกร,ชัยรัตน์,ยังดำเนินการอยู่
18,24,ประชาธรรมไทย,นาย,ไสว,เงินสยาม,ยังดำเนินการอยู่
18,25,พลเมืองไทย,นางสาว,พิมพ์นุชา,ธรรมโชติ,ยังดำเนินการอยู่
18,26,มหาชน,นาง,ยุพวรรณ,รักติประกร,ยังดำเนินการอยู่
18,27,ภาคีเครือข่ายไทย,นางสาว,วิไล,ชื่นชม,ยังดำเนินการอยู่
18,28,ไทรักธรรม,นางสาว,ภูษณิศา,นิ่มเจริญ,ยังดำเนินการอยู่
18,29,เศรษฐกิจใหม่,นางสาว,พิมพ์ชยา,สุรสาระพันธุ์,ยังดำเนินการอยู่
19,1,เพื่อไทย,นาย,วิตต์,ก้องธรนินทร์,ยังดำเนินการอยู่
19,2,ประชาภิวัฒน์,นาย,แมน,สมจิตต์,ยังดำเนินการอยู่
19,3,อนาคตใหม่,นาย,สุรกฤณ,ลิมปรัทกาญจนา,ยังดำเนินการอยู่
19,4,เพื่อแผ่นดิน,นาย,วันชัย,รัตนเมธีดล,ยังดำเนินการอยู่
19,5,รวมพลังประชาชาติไทย,นาย,ปราโมทย์,บุญชู,ยังดำเนินการอยู่
19,6,เพื่อชาติ,นาย,ตะวัน,กาญจนะโกมล,ยังดำเนินการอยู่
19,7,ชาติไทยพัฒนา,นาย,นพดล,วรศรี,ยังดำเนินการอยู่
19,8,ภูมิใจไทย,นาย,สามารถ,หวังพิทักษ์,ยังดำเนินการอยู่
19,9,พลังประชารัฐ,นาย,ประสิทธิ์,มะหะหมัด,ยังดำเนินการอยู่
19,10,ชาติพัฒนา,นาง,เขมจิรา,พชรจรวยพร,ยังดำเนินการอยู่
19,11,รักษ์ผืนป่าประเทศไทย,นางสาว,มัทนา,ศรีกระจ่าง,ยังดำเนินการอยู่
19,12,ประชาชนปฏิรูป,นาง,คำออน,แก้วอินศรี,ยังดำเนินการอยู่
19,13,พลังธรรมใหม่,นาย,ทวี,พัฒนาบุญไพบูลย์,ยังดำเนินการอยู่
19,14,ประชาธิปัตย์,นาง,นาถยา,แดงบุหงา,ยังดำเนินการอยู่
19,15,พลังท้องถิ่นไท,นาย,ไพฑูรย์,ดาณีสมัน,ยังดำเนินการอยู่
19,16,เสรีรวมไทย,นาย,ปรีชาชัย,พิพรรธน์ธนาดุล,ยังดำเนินการอยู่
19,17,ประชาชาติ,นาย,มูฮัมหมัดรุสดี,เชคฮารูณ,ยังดำเนินการอยู่
19,18,ภราดรภาพ,นาย,ไชยพร,พรตรีสัตย์,ยังดำเนินการอยู่
19,19,ประชานิยม,นางสาว,รุ่งทิวา,อำนวยพร,ยังดำเนินการอยู่
19,20,เศรษฐกิจใหม่,นาง,อาศิระ,ประวัติยากูร,ยังดำเนินการอยู่
19,21,ครูไทยเพื่อประชาชน,นาย,ชาย,โมระศิลปิน,ยังดำเนินการอยู่
19,22,พลังไทยรักไทย,นาง,สุภาวดี,บางใหญ่,ยังดำเนินการอยู่
19,23,มหาชน,นาย,วีระ,เชื้อนุ่น,ยังดำเนินการอยู่
19,24,ประชาธิปไตยใหม่,นาย,ศรศิลป์,สายตา,ยังดำเนินการอยู่
19,25,พลังชาติไทย,นาย,บวรวิช,รักไทย,ยังดำเนินการอยู่
19,26,พลเมืองไทย,นาย,ธีรเสฏฐ์,เนตรทอง,ยังดำเนินการอยู่
19,27,ภาคีเครือข่ายไทย,นาย,ทัตเทพ,รติภูมิ,ยังดำเนินการอยู่
19,28,ประชาธรรมไทย,นางสาว,ปริญสิรา,สังข์อ่ำ,ยังดำเนินการอยู่
19,29,พลังไทสร้างชาติ,นาย,มารุด,ปาทาน,ยังดำเนินการอยู่
19,30,ไทรักธรรม,นาง,ยุพิน,คงแก้ว,ยังดำเนินการอยู่
20,1,เพื่อชาติ,นางสาว,นภาพัฒน์,เอนกพงษ์,ยังดำเนินการอยู่
20,2,อนาคตใหม่,นาย,มณฑล,โพธิ์คาย,ยังดำเนินการอยู่
20,3,เสรีรวมไทย,นาย,ศตคุณ,จูฑะพุทธิ,ยังดำเนินการอยู่
20,4,ประชาภิวัฒน์,นาย,อธิภพ,บัวเผื่อน,ยังดำเนินการอยู่
20,5,รักษ์ผืนป่าประเทศไทย,นาย,ณฐกร,แพรไพศาล,ยังดำเนินการอยู่
20,6,พลังประชารัฐ,นาย,ธันวา,ไกรฤกษ์,ยังดำเนินการอยู่
20,7,ไทยรักษาชาติ,นาย,ธกร,เลาหพงศ์ชนะ,ถูกศาลรัฐธรรมนูญสั่งยุบพรรค
20,8,รวมพลังประชาชาติไทย,นาย,ณรงค์,จงแจ่มฟ้า,ยังดำเนินการอยู่
20,9,ชาติพัฒนา,นาย,พงษ์สวัสดิ์,วงศ์ธีระสูตร,ยังดำเนินการอยู่
20,10,ประชาชนปฏิรูป,นาย,บัญญัติ,ทองประสงค์,ยังดำเนินการอยู่
20,11,ประชาธิปัตย์,นาย,สามารถ,มะลูลีม,ยังดำเนินการอยู่
20,12,ประชาชาติ,นาย,ตอฮา,นาคนาวา,ยังดำเนินการอยู่
20,13,ภูมิใจไทย,นาย,ณัทวุฒิ,หมัดนุรักษ์,ยังดำเนินการอยู่
20,14,ชาติไทยพัฒนา,นาย,วรทัศน์,ทิมกระจ่าง,ยังดำเนินการอยู่
20,15,พลังท้องถิ่นไท,นาย,ภูมิเศรษฐ,พุทธวงศ์,ยังดำเนินการอยู่
20,16,มหาชน,นาย,ทินนาถ,วัฒนวิทย์,ยังดำเนินการอยู่
20,17,ประชาธิปไตยใหม่,นางสาว,นฤมล,ถึกวิถาน,ยังดำเนินการอยู่
20,18,พลังชาติไทย,นาย,สอาด,อาจวงษ์,ยังดำเนินการอยู่
20,19,ประชานิยม,นาย,ธนัท,วงษ์วานิชขจร,ยังดำเนินการอยู่
20,20,ถิ่นกาขาวชาววิไล,นาง,จิรดา,พุฒตาล,ยังดำเนินการอยู่
20,21,พลังไทยรักไทย,นาย,ศักดิ์สิทธิ์,มงคล,ยังดำเนินการอยู่
20,22,พลังไทสร้างชาติ,นาง,ดุริยา,เสนาะยนต์,ยังดำเนินการอยู่
20,23,เศรษฐกิจใหม่,นางสาว,ทิพยวรรณ,แสงสาคร,ยังดำเนินการอยู่
20,24,ประชาธรรมไทย,นาย,ศราวุธ,นาวากิจกุล,ยังดำเนินการอยู่
20,25,ครูไทยเพื่อประชาชน,นางสาว,ศศิมา,โรจนรัตน์,ยังดำเนินการอยู่
20,26,แผ่นดินธรรม,นาย,สัญญา,พุทธเจริญลาภ,ยังดำเนินการอยู่
20,27,ภาคีเครือข่ายไทย,นาย,เสฎฐวุฒิ,แซ่อึ้ง,ยังดำเนินการอยู่
20,28,พลเมืองไทย,นาย,จักรกฤษ,ขันอาสา,ยังดำเนินการอยู่
20,29,ภราดรภาพ,นาย,สมใจ,ชื่นศรีสว่าง,ยังดำเนินการอยู่
20,30,กลาง,นาย,เผ่าชนะ,ชูเวช,ยังดำเนินการอยู่
20,31,ไทรักธรรม,นาย,กิตติธัช,ณรงค์ชัย,ยังดำเนินการอยู่
21,1,เพื่อชาติ,นางสาว,ณัฐภัสสร,ธนาบวรพาณิชย์,ยังดำเนินการอยู่
21,2,พลังประชารัฐ,นางสาว,จักรีรัตน์,แสงวารี,ยังดำเนินการอยู่
21,3,ชาติไทยพัฒนา,นางสาว,วาสนา,คร้ามวงษ์,ยังดำเนินการอยู่
21,4,พลังธรรมใหม่,นาย,ศุภโชติ,บริสุทธิ์พงศ์,ยังดำเนินการอยู่
21,5,อนาคตใหม่,นาย,สมเกียรติ,ถนอมสินธุ์,ยังดำเนินการอยู่
21,6,ประชาธิปัตย์,นาย,สุทธิ,ปัญญาสกุลวงศ์,ยังดำเนินการอยู่
21,7,ประชาชาติ,นาย,ทวีพงศ์,สุธรรมพันธุ์,ยังดำเนินการอยู่
21,8,ภูมิใจไทย,นาย,สมัย,โกกเจริญพงศ์,ยังดำเนินการอยู่
21,9,เสรีรวมไทย,นาย,ศิวโรจณ์,แสงจรัสโชติ,ยังดำเนินการอยู่
21,10,ประชาชนปฏิรูป,นาง,นัทธมน,จิระคุณ,ยังดำเนินการอยู่
21,11,ประชาภิวัฒน์,นาย,ชยุต,ฐิติทรงภพ,ยังดำเนินการอยู่
21,12,ไทยรักษาชาติ,นาย,กวีวงศ์,อยู่วิจิตร,ถูกศาลรัฐธรรมนูญสั่งยุบพรรค
21,13,ประชานิยม,นางสาว,ชัญญา,พงศ์ผลิน,ยังดำเนินการอยู่
21,14,รักษ์ผืนป่าประเทศไทย,นางสาว,สวิชญา,วาทะพุกกะณะ,ยังดำเนินการอยู่
21,15,รวมพลังประชาชาติไทย,นาย,ศิรพัศ,ปัญญาทวีกูล,ยังดำเนินการอยู่
21,16,กลาง,นางสาว,บุญเรือง,คำศิลา,ยังดำเนินการอยู่
21,17,เศรษฐกิจใหม่,นางสาว,ณัฏฐิยา,จยะสกุล,ยังดำเนินการอยู่
21,18,ชาติพัฒนา,นางสาว,ไพลิน,ชดช้อย,ยังดำเนินการอยู่
21,19,พลังชาติไทย,นาย,คมค์ปภัส,ตั้งธนสิรินนท์,ยังดำเนินการอยู่
21,20,ครูไทยเพื่อประชาชน,นาย,สุริยา,เรียนสร้อย,ยังดำเนินการอยู่
21,21,พลังท้องถิ่นไท,นาง,มนิดา,ศิริชัยประเสริฐ,ยังดำเนินการอยู่
21,22,มหาชน,นาย,ณัฐพล,ยังน้อย,ยังดำเนินการอยู่
21,23,ภราดรภาพ,นางสาว,ณัฐวลัย,เนียนขาว,ยังดำเนินการอยู่
21,24,ประชาธิปไตยใหม่,นาย,ทศพล,ธรรมธนิศา,ยังดำเนินการอยู่
21,25,พลังไทสร้างชาติ,นางสาว,รุ่งทิพย์,กุฎาธารพันธุ์,ยังดำเนินการอยู่
21,26,ภาคีเครือข่ายไทย,นางสาว,แคทลียา,หลุยส์ รีด,ยังดำเนินการอยู่
21,27,พลเมืองไทย,นางสาว,วนิดา,แจ่มแจ้ง,ยังดำเนินการอยู่
22,1,พลังท้องถิ่นไท,นาย,โชคชัย,อินทรประเสริฐ,ยังดำเนินการอยู่
22,2,รวมพลังประชาชาติไทย,นาย,ฤทธิ์กร,เทศน์สาลี,ยังดำเนินการอยู่
22,3,ทางเลือกใหม่,นาย,สมชาย,จรุญวงษ์,ยังดำเนินการอยู่
22,4,เสรีรวมไทย,นาย,วันชัย,ชัยณรงค์โลกา,ยังดำเนินการอยู่
22,5,ชาติไทยพัฒนา,นาย,จิรเสกข์ ,วัฒนมงคล,ยังดำเนินการอยู่
22,6,ประชาชาติ,พันตำรวจโท,วัลลภ,ณ นคร,ยังดำเนินการอยู่
22,7,อนาคตใหม่,นาย,เท่าพิภพ,ลิ้มจิตรกร,ยังดำเนินการอยู่
22,8,ไทยศรีวิไลย์,นาย,อโนชา,สกุลธนพันธ์,ยังดำเนินการอยู่
22,9,ชาติพัฒนา,นาย,สุรพล,เมฆะอำนวยชัย,ยังดำเนินการอยู่
22,10,ไทยรักษาชาติ,นาง,สราริน,ชาลีวรรณ,ถูกศาลรัฐธรรมนูญสั่งยุบพรรค
22,11,ปพลังประชารัฐ,นาย,ศันสนะ,สุริยะโยธิน,ยังดำเนินการอยู่
22,12,ประชาภิวัฒน์,ร้อยตำรวจโท,บุณทวี,คณโฑแก้ว,ยังดำเนินการอยู่
22,13,ภูมิใจไทย,นางสาว,สายรุ้ง,ปิ่นโมรา,ยังดำเนินการอยู่
22,14,ประชาธิปัตย์,นาย,สรุรันต์,จันทร์พิทักษ์,ยังดำเนินการอยู่
22,15,เพื่อชาติ,เรือเอก,สำรวม,บุญทัน,ยังดำเนินการอยู่
22,16,แผ่นดินธรรม,นาย,มนต์สัณฑ์,อิรรถปรีชาพล,ยังดำเนินการอยู่
22,17,รักษ์ผืนป่าประเทศไทย,นาย,จุมพฏ กระบวนยุทธ ,เลขะพันธุ์,ยังดำเนินการอยู่
22,18,ประชานิยม,นางสาว,กวินรัตน์,หิรัญศิริภาคย์,ยังดำเนินการอยู่
22,19,ภราดรภาพ,นางสาว,กุลภัสสรณ์,ฤกษ์ศิริรัตน์,ยังดำเนินการอยู่
22,20,กลาง,นาง,จันทนา,แสนสำราญ,ยังดำเนินการอยู่
22,21,ประชาชนปฏิรูป,นาย,เปรม,ซิงห์กิล,ยังดำเนินการอยู่
22,22,พลังปวงชนไทย,นาย,นัทธพงศ์ ,ธรรมวณิช,ยังดำเนินการอยู่
22,23,เศรษฐกิจใหม่,นาย,สุภกิจ ,สุรจินตนาภรณ์,ยังดำเนินการอยู่
22,24,พลังชาติไทย,นาย,ทวิชนม์ ,สกุลกัน,ยังดำเนินการอยู่
22,25,ครูไทยเพื่อประชาชน,นางสาว,สิริการย์,วสุภิรมย์เมธี,ยังดำเนินการอยู่
22,26,พลังไทสร้างชาติ,นาย,ทวี,สูงหางหว้า,ยังดำเนินการอยู่
22,27,ประชาธิรรมไทย,นาย,ดนุวัศ ,จินดาทวีภัทร,ยังดำเนินการอยู่
22,28,พลเมืองไทย,นางสาว,ลัคนา,สฤษฎิ์สุข,ยังดำเนินการอยู่
22,29,มหาชน,นาง,ลาวัลย์,ชุมสาย ณ อยุธยา,ยังดำเนินการอยู่
22,30,ภาคีเครือข่ายไทย,นาง,ภัคจิรา ,บุณยเพ็ญ,ยังดำเนินการอยู่
22,31,ถิ่นกาขาวชาววิไล,นาง,ภัทรานิษฐ์ ,คลอวุฒิวัฒน์,ยังดำเนินการอยู่
22,32,สามัญชน,นางสาว,ชุมาพร,แต่งเกลี้ยง,ยังดำเนินการอยู่
23,1,อนาคตใหม่,นาย,โชติพิพัฒน์,เตชะโสภณมณี,ยังดำเนินการอยู่
23,2,ภราดรภาพ,นาย,อัครกิตติ์,ซิ้มเจริญ,ยังดำเนินการอยู่
23,3,ภูมิใจไทย,นาย,สุวัฒน์,ม่วงศิริ,ยังดำเนินการอยู่
23,4,ประชาธิปัตย์,นาง,นันทพร,วีรกุลสุนทร,ยังดำเนินการอยู่
23,5,พลังประชารัฐ,นางสาว,ทิพานัน,ศิริชนะ,ยังดำเนินการอยู่
23,6,เพื่อไทย,นาย,ธวัชชัย,ทองสิมา,ยังดำเนินการอยู่
23,7,ประชาชาติ,นาย,ศิวะศักย์,แนวจันทร์,ยังดำเนินการอยู่
23,8,เพื่อชาติ,นาย,สินธิชัย,บุญประกอบ,ยังดำเนินการอยู่
23,9,รวมพลังประชาชาติไทย,นาย,วีระศักดิ์,แจ่มแจ้ง,ยังดำเนินการอยู่
23,10,เสรีรวมไทย,นาย,ธิติพัทธ์,นรวิทย์โชติกุล,ยังดำเนินการอยู่
23,11,ชาติไทยพัฒนา,นางสาว,กชนารา,เล้าสมบูรณ์,ยังดำเนินการอยู่
23,12,พลังท้องถิ่นไท,นาย,อดุลย์,วุฒิเนตร,ยังดำเนินการอยู่
23,13,ประชาชนปฏิรูป,นางสาว,สุพัตรา,สำเร็จสุข,ยังดำเนินการอยู่
23,14,ชาติพัฒนา,นาย,สราวุฒิ,วิรุฬห์ธนวงศ์,ยังดำเนินการอยู่
23,15,รักษ์ผืนป่าประเทศไทย,นาย,ธีรชัย,สุโชคชัยกุล,ยังดำเนินการอยู่
23,16,ประชานิยม,นางสาว,ลดาพัชร์ ,สร้อยสุดารัตน์,ยังดำเนินการอยู่
23,17,กลาง,นาย,สมสุข,สวัสดิ์ใหม่,ยังดำเนินการอยู่
23,18,ทางเลือกใหม่,นาย,ปิยะพงษ์ ,เอื้อพูนสิริพัฒน์,ยังดำเนินการอยู่
23,19,เศรษฐกิจใหม่,นาย,จักรกฤษ,เสริฐศรี,ยังดำเนินการอยู่
23,20,พลังชาติไทย,นางสาว,ภัคจิรา,บ่อเกิด,ยังดำเนินการอยู่
23,21,ครูไทยเพื่อประชาชน,นาย,ฉัตรชัย,รัตนสุวรรณ,ยังดำเนินการอยู่
23,22,พลังไทยรักไทย,นาง,ขัตติยาณี,สุริหาร,ยังดำเนินการอยู่
23,23,ประชาภิวัฒน์,นาง,สุปราณี,ชนะโรค,ยังดำเนินการอยู่
23,24,พลังไทสร้างชาติ,พันตำรวจเอก,ชัยทรัพย์ ธรัช,ฤทธิ์เต็ม,ยังดำเนินการอยู่
23,25,มหาชน,นางสาว,วรินทร์พร,จุติธนเสฏฐ์,ยังดำเนินการอยู่
23,26,ประชาธิรรมไทย,นาย,ธนเดช,สิเจริญ,ยังดำเนินการอยู่
23,27,ถิ่นกาชาวชาววิไล,นาย,สุรศิษย์,คำเสน,ยังดำเนินการอยู่
23,28,พลังปวงชนไทย,นาย,ณัฐธเดชน์,ศรีกัณย์ชัย,ยังดำเนินการอยู่
23,29,ไทรักธรรม,นาย,ณัฐวรรธน์,ไวยสุศรี,ยังดำเนินการอยู่
23,30,ไทยศรีวิไลย์,นาย,นิมิตร,นะวะมวัฒน์,ยังดำเนินการอยู่
24,1,เสรีรวมไทย,นางสาว,มณีวรรณ,เกตุบุญลือ,ยังดำเนินการอยู่
24,2,รวมพลังประชาชาติไทย,นาย,วสุ,วงษ์เจริญ,ยังดำเนินการอยู่
24,3,ประชาชาติ,นาย,ดุสิต,ศาสนอนันต์,ยังดำเนินการอยู่
24,4,อนาตคใหม่,นาย,ทศพร,ทองศิริ,ยังดำเนินการอยู่
24,5,ชาติไทยพัฒนา,นาย,อมรศักดิ์,สินเหลือ,ยังดำเนินการอยู่
24,6,พลังประชารัฐ,นาย,ไกรเสริม,โตทับเที่ยง,ยังดำเนินการอยู่
24,7,พลังท้องถิ่นไท,นาย,ชัยณรงค์,ธีรการุณวงศ์,ยังดำเนินการอยู่
24,8,ภูมิใจไทย,นาย,ไสว,โชติกะสุภา,ยังดำเนินการอยู่
24,9,เพื่อชาติ,นางสาว,วิฬารี,สว่างพลกรัง,ยังดำเนินการอยู่
24,10,ชาติพัฒนา,นาย,สัเมธี,วรรณศิริกุล,ยังดำเนินการอยู่
24,11,พลังธรรมใหม่,นาย,สัญชัย,อยู่ไพศาล,ยังดำเนินการอยู่
24,12,ประชาธิปัตย์,นาย,สาทร,ม่วงศิริ,ยังดำเนินการอยู่
24,13,ไทยรักษาชาติ,นางสาว,นพสรัญ,วรรณศิริกุล,ถูกศาลรัฐธรรมนูญสั่งยุบพรรค
24,14,ประชาชนปฏิรูป,นางสาว,วรมน,เล็กใบ,ยังดำเนินการอยู่
24,15,รักษ์ผืนป่าประเทศไทย,นาย,สุขเกษม,แพรมณี,ยังดำเนินการอยู่
24,16,ประชานิยม,นางสาว,มนมนัส,ศิวรังสรรค์,ยังดำเนินการอยู่
24,17,กลาง,นาย,ศรุต,คงตระกูล,ยังดำเนินการอยู่
24,18,ประชาธิปไตยใหม่,นาย,ถนัด,แสงวิเชียร,ยังดำเนินการอยู่
24,19,แผ่นดินธรรม,นาย,สุธี,ทองสวัสดิ์,ยังดำเนินการอยู่
24,20,ครูไทยเพื่อประชาชน,นางสาว,มัธทนา,งามรินอำไพ,ยังดำเนินการอยู่
24,21,พลังชาติไทย,นาย,สมชาย,พูลพิทักษ์,ยังดำเนินการอยู่
24,22,ประชาภิวัฒน์,นางสาว,ฐิติรัตน์,นิจประกิจ,ยังดำเนินการอยู่
24,23,ภราดรภาพ,นาย,อนิรุธ,อธิวัฒนานนท์,ยังดำเนินการอยู่
24,24,ประชาไทย,นาย,ชยกร,พลดิษฐ์,ยังดำเนินการอยู่
24,25,เพื่อนไทย,นาย,สุชาติ,เจริญเลิศวิริยะกิจ,ยังดำเนินการอยู่
24,26,พลังไทสร้างชาติ,นาย,สุรชัย,ศาสนภาพ,ยังดำเนินการอยู่
24,27,ประชาธรรมไทย,นาย,สุเทพ,ท้วมกลัด,ยังดำเนินการอยู่
24,28,เศรษฐกิจใหม่,นาย,วิชาญ,เขาหา,ยังดำเนินการอยู่
24,29,ภาคีเครือข่ายไทย,นาง,จิรภิญญา,ชิงดวง,ยังดำเนินการอยู่
24,30,พลังศรัทธา,นาง,ภัคภร,บุณยเกียรติ,ยังดำเนินการอยู่
24,31,พลังปวงชนไทย,นาย,สุเทพ,สงยอด,ยังดำเนินการอยู่
24,32,ถิ่นกาขาวชาววิไล,นางสาว,จินตนา,ใจภักดี,ยังดำเนินการอยู่
24,33,ไทรักธรรม,นาย,อดิศักดิ์,สาระสิทธิ์,ยังดำเนินการอยู่
25,1,ภูมิใจไทย,นาย,สมศักดิ์,ลีลาสถาพรกูร,ยังดำเนินการอยู่
25,2,อนาคตใหม่,นาย,ณัฐชา,บุญไชยอินสวัสดิ์,ยังดำเนินการอยู่
25,3,เสรีรวมไทย,นาย,นิวัฒน์,ไชยมิ่ง,ยังดำเนินการอยู่
25,4,ชาติไทยพัฒนา,นางสาว,ปิยะพัชร์,เนตรน้อยสกุล,ยังดำเนินการอยู่
25,5,พลังประชารัฐ,นาย,ธีทัชฐ์,เกียรติลดารมย์,ยังดำเนินการอยู่
25,6,รวมพลังประชาชาติไทย,นาย,คมกร,เกียรติวิทยากุล,ยังดำเนินการอยู่
25,7,พลังท้องถิ่นไท,นาย,สวัสดิ์,จำปาศรี,ยังดำเนินการอยู่
25,8,ประชาธิปัตย์,นาย,สากล,ม่วงศิริ,ยังดำเนินการอยู่
25,9,ประชาภิวัฒน์,นาย,ประเสริฐ,ทองลือ,ยังดำเนินการอยู่
25,10,ไทยรักษาชาติ,นางสาว,กมลพัฒน์,ปุงบางกะดี่,ถูกศาลรัฐธรรมนูญสั่งยุบพรรค
25,11,เพื่อชาติ,นาย,สุไพรพล,ช่วยชู,ยังดำเนินการอยู่
25,12,ไทยศรีวิไลย์,นาย,ไพรัช,เศวกวงศ์,ยังดำเนินการอยู่
25,13,ชาติพัฒนา,นาย,ศรายุทธ,สุขะวัลลิ,ยังดำเนินการอยู่
25,14,รักษ์ผืนป่าประเทศไทย,นาง,รัตนพร,โอภาสพิมลธรรม,ยังดำเนินการอยู่
25,15,ภราดรภาพ,นาย,ธิติกรณ์,ชาวบ้านเกาะ,ยังดำเนินการอยู่
25,16,ประชาชาติ,นางสาว,วริศรา,เกษมศรี,ยังดำเนินการอยู่
25,17,ประชานิยม,นาย,นิธิโชติ,มานะธัญญา,ยังดำเนินการอยู่
25,18,กลาง,นางสาว,จันทร์จิรา,เกษมศรีนิวัฒนา,ยังดำเนินการอยู่
25,19,พลังปวงชนไทย,นาง,ราตรี,สงยอด,ยังดำเนินการอยู่
